date,INR
21/06/2014,60.187 INR
20/06/2014,60.1431 INR
19/06/2014,60.1151 INR
18/06/2014,60.2582 INR
17/06/2014,60.1948 INR
16/06/2014,60.0831 INR
15/06/2014,59.7288 INR
14/06/2014,59.6765 INR
13/06/2014,59.6194 INR
12/06/2014,59.2781 INR
11/06/2014,59.2752 INR
10/06/2014,59.1885 INR
9/06/2014,59.1298 INR
8/06/2014,59.0765 INR
7/06/2014,59.0049 INR
6/06/2014,59.0448 INR
5/06/2014,59.1864 INR
4/06/2014,59.282 INR
3/06/2014,59.3094 INR
2/06/2014,59.1716 INR
1/06/2014,59.2144 INR
31/05/2014,59.1638 INR
30/05/2014,59.1266 INR
29/05/2014,58.9182 INR
28/05/2014,58.8993 INR
27/05/2014,58.9291 INR
26/05/2014,58.6299 INR
25/05/2014,58.465 INR
24/05/2014,58.4284 INR
23/05/2014,58.4465 INR
22/05/2014,58.3956 INR
21/05/2014,58.6771 INR
20/05/2014,58.5679 INR
19/05/2014,58.4441 INR
18/05/2014,58.5772 INR
17/05/2014,58.6753 INR
16/05/2014,58.7639 INR
15/05/2014,59.3995 INR
14/05/2014,59.5264 INR
13/05/2014,59.5314 INR
12/05/2014,59.8882 INR
11/05/2014,59.8817 INR
10/05/2014,59.9214 INR
9/05/2014,59.922 INR
8/05/2014,59.9398 INR
7/05/2014,60.0416 INR
6/05/2014,60.0371 INR
5/05/2014,60.1809 INR
4/05/2014,60.0875 INR
3/05/2014,60.0961 INR
2/05/2014,60.1056 INR
1/05/2014,60.2864 INR
30/04/2014,60.3617 INR
29/04/2014,60.4687 INR
28/04/2014,60.6636 INR
27/04/2014,60.6749 INR
26/04/2014,60.7004 INR
25/04/2014,60.7398 INR
24/04/2014,61.0895 INR
23/04/2014,61.0264 INR
22/04/2014,60.7124 INR
21/04/2014,60.4436 INR
20/04/2014,60.325 INR
19/04/2014,60.3049 INR
18/04/2014,60.3131 INR
17/04/2014,60.3112 INR
16/04/2014,60.3629 INR
15/04/2014,60.3067 INR
14/04/2014,60.2682 INR
13/04/2014,60.2974 INR
12/04/2014,60.3022 INR
11/04/2014,60.2661 INR
10/04/2014,60.0944 INR
9/04/2014,60.1602 INR
8/04/2014,60.1158 INR
7/04/2014,60.0703 INR
6/04/2014,59.9522 INR
5/04/2014,60.0141 INR
4/04/2014,60.0086 INR
3/04/2014,60.1066 INR
2/04/2014,59.9205 INR
1/04/2014,59.938 INR
31/03/2014,59.9376 INR
30/03/2014,59.8628 INR
29/03/2014,59.8859 INR
28/03/2014,59.9304 INR
27/03/2014,60.2573 INR
26/03/2014,60.217 INR
25/03/2014,60.5016 INR
24/03/2014,60.7885 INR
23/03/2014,60.958 INR
22/03/2014,61.0041 INR
21/03/2014,61.0498 INR
20/03/2014,61.2851 INR
19/03/2014,61.0123 INR
18/03/2014,61.157 INR
17/03/2014,61.1407 INR
16/03/2014,61.2357 INR
15/03/2014,61.2617 INR
14/03/2014,61.1982 INR
13/03/2014,61.1486 INR
12/03/2014,61.1248 INR
11/03/2014,60.9764 INR
10/03/2014,60.9209 INR
9/03/2014,61.1423 INR
8/03/2014,61.1279 INR
7/03/2014,61.1527 INR
6/03/2014,61.1909 INR
5/03/2014,61.8123 INR
4/03/2014,61.8911 INR
3/03/2014,62.0313 INR
2/03/2014,61.7984 INR
1/03/2014,61.8224 INR
28/02/2014,61.8354 INR
27/02/2014,61.9673 INR
26/02/2014,62.0445 INR
25/02/2014,61.9752 INR
24/02/2014,62.0231 INR
23/02/2014,61.9964 INR
22/02/2014,62.058 INR
21/02/2014,62.1017 INR
20/02/2014,62.146 INR
19/02/2014,62.2033 INR
18/02/2014,62.0918 INR
17/02/2014,61.791 INR
16/02/2014,61.821 INR
15/02/2014,61.8646 INR
14/02/2014,61.8829 INR
13/02/2014,62.3322 INR
12/02/2014,62.0542 INR
11/02/2014,62.1893 INR
10/02/2014,62.3504 INR
9/02/2014,62.1346 INR
8/02/2014,62.1719 INR
7/02/2014,62.1989 INR
6/02/2014,62.3182 INR
5/02/2014,62.5269 INR
4/02/2014,62.4855 INR
3/02/2014,62.6169 INR
2/02/2014,62.5312 INR
1/02/2014,62.5396 INR
31/01/2014,62.5687 INR
30/01/2014,62.514 INR
29/01/2014,62.5371 INR
28/01/2014,62.5846 INR
27/01/2014,63.0803 INR
26/01/2014,62.6567 INR
25/01/2014,62.6454 INR
24/01/2014,62.5417 INR
23/01/2014,61.9307 INR
22/01/2014,61.8051 INR
21/01/2014,61.8207 INR
20/01/2014,61.5874 INR
19/01/2014,61.5641 INR
18/01/2014,61.5207 INR
17/01/2014,61.5314 INR
16/01/2014,61.4999 INR
15/01/2014,61.4898 INR
14/01/2014,61.4322 INR
13/01/2014,61.4219 INR
12/01/2014,61.4612 INR
11/01/2014,61.576 INR
10/01/2014,61.6772 INR
9/01/2014,62.0455 INR
8/01/2014,62.1394 INR
7/01/2014,62.21 INR
6/01/2014,62.2633 INR
5/01/2014,62.209 INR
4/01/2014,62.2131 INR
3/01/2014,62.155 INR
2/01/2014,62.1502 INR
1/01/2014,61.8488 INR
31/12/2013,61.8194 INR
30/12/2013,61.9242 INR
29/12/2013,61.9212 INR
28/12/2013,61.886 INR
27/12/2013,61.883 INR
26/12/2013,61.9694 INR
25/12/2013,61.772 INR
24/12/2013,61.7561 INR
23/12/2013,61.9035 INR
22/12/2013,61.9992 INR
21/12/2013,62.0158 INR
20/12/2013,62.0173 INR
19/12/2013,62.1794 INR
18/12/2013,61.9362 INR
17/12/2013,61.8495 INR
16/12/2013,61.8296 INR
15/12/2013,62.1831 INR
14/12/2013,62.1533 INR
13/12/2013,62.085 INR
12/12/2013,61.7841 INR
11/12/2013,61.2603 INR
10/12/2013,60.977 INR
9/12/2013,60.9532 INR
8/12/2013,61.2963 INR
7/12/2013,61.3008 INR
6/12/2013,61.3432 INR
5/12/2013,61.7657 INR
4/12/2013,62.0325 INR
3/12/2013,62.3318 INR
2/12/2013,62.2987 INR
1/12/2013,62.4224 INR
30/11/2013,62.4038 INR
29/11/2013,62.4183 INR
28/11/2013,62.3984 INR
27/11/2013,62.1643 INR
26/11/2013,62.48 INR
25/11/2013,62.4617 INR
24/11/2013,62.6432 INR
23/11/2013,62.6848 INR
22/11/2013,62.6879 INR
21/11/2013,62.886 INR
20/11/2013,62.6078 INR
19/11/2013,62.2887 INR
18/11/2013,62.376 INR
17/11/2013,62.8005 INR
16/11/2013,62.8685 INR
15/11/2013,62.9053 INR
14/11/2013,63.2149 INR
13/11/2013,63.4055 INR
12/11/2013,63.7609 INR
11/11/2013,63.2899 INR
10/11/2013,62.9921 INR
9/11/2013,62.9153 INR
8/11/2013,62.8437 INR
7/11/2013,62.462 INR
6/11/2013,62.2904 INR
5/11/2013,61.8012 INR
4/11/2013,61.8744 INR
3/11/2013,61.9944 INR
2/11/2013,61.7597 INR
1/11/2013,61.7367 INR
31/10/2013,61.5365 INR
30/10/2013,61.3076 INR
29/10/2013,61.3841 INR
28/10/2013,61.4999 INR
27/10/2013,61.409 INR
26/10/2013,61.4192 INR
25/10/2013,61.4801 INR
24/10/2013,61.4057 INR
23/10/2013,61.5068 INR
22/10/2013,61.4197 INR
21/10/2013,61.3102 INR
20/10/2013,61.1876 INR
19/10/2013,61.1718 INR
18/10/2013,61.2136 INR
17/10/2013,61.1796 INR
16/10/2013,61.6577 INR
15/10/2013,61.6318 INR
14/10/2013,61.3477 INR
13/10/2013,60.9474 INR
12/10/2013,60.9933 INR
11/10/2013,61.136 INR
10/10/2013,61.4924 INR
9/10/2013,61.8183 INR
8/10/2013,61.778 INR
7/10/2013,61.6273 INR
6/10/2013,61.3309 INR
5/10/2013,61.4025 INR
4/10/2013,61.5228 INR
3/10/2013,62.0006 INR
2/10/2013,62.2663 INR
1/10/2013,62.4491 INR
30/09/2013,62.5105 INR
29/09/2013,62.5868 INR
28/09/2013,62.5252 INR
27/09/2013,62.4858 INR
26/09/2013,62.1257 INR
25/09/2013,62.4055 INR
24/09/2013,62.6578 INR
23/09/2013,62.6126 INR
22/09/2013,62.4181 INR
21/09/2013,62.4601 INR
20/09/2013,62.396 INR
19/09/2013,62.1371 INR
18/09/2013,63.2753 INR
17/09/2013,63.153 INR
16/09/2013,63.0586 INR
15/09/2013,63.2927 INR
14/09/2013,63.4261 INR
13/09/2013,63.4033 INR
12/09/2013,63.5718 INR
11/09/2013,63.3648 INR
10/09/2013,63.9638 INR
9/09/2013,64.9485 INR
8/09/2013,65.1658 INR
7/09/2013,65.2991 INR
6/09/2013,65.4111 INR
5/09/2013,66.2397 INR
4/09/2013,67.0395 INR
3/09/2013,67.633 INR
2/09/2013,66.1764 INR
1/09/2013,66.1308 INR
31/08/2013,66.0763 INR
30/08/2013,66.3188 INR
29/08/2013,67.1371 INR
28/08/2013,67.9576 INR
27/08/2013,65.8398 INR
26/08/2013,64.2709 INR
25/08/2013,63.7535 INR
24/08/2013,63.7629 INR
23/08/2013,64.1042 INR
22/08/2013,64.5066 INR
21/08/2013,64.2933 INR
20/08/2013,63.3277 INR
19/08/2013,63.1063 INR
18/08/2013,62.1525 INR
17/08/2013,62.0244 INR
16/08/2013,61.9606 INR
15/08/2013,61.3528 INR
14/08/2013,61.3281 INR
13/08/2013,61.2373 INR
12/08/2013,61.0969 INR
11/08/2013,60.7149 INR
10/08/2013,60.7519 INR
9/08/2013,60.8556 INR
8/08/2013,60.9479 INR
7/08/2013,61.319 INR
6/08/2013,61.1119 INR
5/08/2013,60.8788 INR
4/08/2013,61.1089 INR
3/08/2013,61.165 INR
2/08/2013,60.94 INR
1/08/2013,60.7297 INR
31/07/2013,60.7685 INR
30/07/2013,60.4917 INR
29/07/2013,59.3555 INR
28/07/2013,59.1141 INR
27/07/2013,59.0522 INR
26/07/2013,59.0529 INR
25/07/2013,58.9964 INR
24/07/2013,59.2177 INR
23/07/2013,59.5257 INR
22/07/2013,59.5184 INR
21/07/2013,59.3841 INR
20/07/2013,59.4389 INR
19/07/2013,59.2255 INR
18/07/2013,59.4267 INR
17/07/2013,59.166 INR
16/07/2013,59.3282 INR
15/07/2013,59.9252 INR
14/07/2013,59.9066 INR
13/07/2013,59.8906 INR
12/07/2013,59.8329 INR
11/07/2013,59.7947 INR
10/07/2013,59.352 INR
9/07/2013,60.314 INR
8/07/2013,60.7615 INR
7/07/2013,60.4595 INR
6/07/2013,60.4701 INR
5/07/2013,60.5124 INR
4/07/2013,60.4839 INR
3/07/2013,60.0498 INR
2/07/2013,59.5685 INR
1/07/2013,59.4264 INR
30/06/2013,59.5527 INR
29/06/2013,59.5606 INR
28/06/2013,59.7389 INR
27/06/2013,60.2526 INR
26/06/2013,60.3742 INR
25/06/2013,59.6868 INR
24/06/2013,59.6708 INR
23/06/2013,59.5278 INR
22/06/2013,59.3721 INR
21/06/2013,59.4877 INR
20/06/2013,59.3978 INR
19/06/2013,58.8422 INR
18/06/2013,58.6285 INR
17/06/2013,57.8809 INR
16/06/2013,57.4995 INR
15/06/2013,57.5513 INR
14/06/2013,57.5536 INR
13/06/2013,57.9983 INR
12/06/2013,57.9659 INR
11/06/2013,58.1822 INR
10/06/2013,57.8637 INR
9/06/2013,57.1829 INR
8/06/2013,57.0415 INR
7/06/2013,57.0289 INR
6/06/2013,56.6691 INR
5/06/2013,56.6237 INR
4/06/2013,56.5145 INR
3/06/2013,56.6077 INR
2/06/2013,56.5727 INR
1/06/2013,56.5576 INR
31/05/2013,56.4966 INR
30/05/2013,56.2663 INR
29/05/2013,56.1687 INR
28/05/2013,56.0428 INR
27/05/2013,55.6604 INR
26/05/2013,55.8026 INR
25/05/2013,55.7958 INR
24/05/2013,55.7402 INR
23/05/2013,55.6466 INR
22/05/2013,55.6127 INR
21/05/2013,55.2787 INR
20/05/2013,54.9862 INR
19/05/2013,54.9575 INR
18/05/2013,54.8858 INR
17/05/2013,54.8559 INR
16/05/2013,54.7707 INR
15/05/2013,54.9119 INR
14/05/2013,54.8282 INR
13/05/2013,54.891 INR
12/05/2013,54.8154 INR
11/05/2013,54.7678 INR
10/05/2013,54.6555 INR
9/05/2013,54.2769 INR
8/05/2013,54.0268 INR
7/05/2013,54.1054 INR
6/05/2013,54.0528 INR
5/05/2013,53.7541 INR
4/05/2013,53.7499 INR
3/05/2013,53.7877 INR
2/05/2013,53.8063 INR
1/05/2013,53.6573 INR
30/04/2013,53.9242 INR
29/04/2013,54.2267 INR
28/04/2013,54.304 INR
27/04/2013,54.2873 INR
26/04/2013,54.2597 INR
25/04/2013,54.1618 INR
24/04/2013,54.2095 INR
23/04/2013,54.2565 INR
22/04/2013,54.0514 INR
21/04/2013,53.8987 INR
20/04/2013,53.8961 INR
19/04/2013,53.912 INR
18/04/2013,53.971 INR
17/04/2013,54.207 INR
16/04/2013,54.1871 INR
15/04/2013,54.5635 INR
14/04/2013,54.5244 INR
13/04/2013,54.5382 INR
12/04/2013,54.5206 INR
11/04/2013,54.2986 INR
10/04/2013,54.4962 INR
9/04/2013,54.5466 INR
8/04/2013,54.6458 INR
7/04/2013,54.7431 INR
6/04/2013,54.7623 INR
5/04/2013,54.7534 INR
4/04/2013,54.7942 INR
3/04/2013,54.4349 INR
2/04/2013,54.5018 INR
1/04/2013,54.3581 INR
31/03/2013,54.3303 INR
30/03/2013,54.3451 INR
29/03/2013,54.3193 INR
28/03/2013,54.2923 INR
27/03/2013,54.3702 INR
26/03/2013,54.3706 INR
25/03/2013,54.2168 INR
24/03/2013,54.3238 INR
23/03/2013,54.358 INR
22/03/2013,54.3471 INR
21/03/2013,54.3087 INR
20/03/2013,54.3454 INR
19/03/2013,54.3097 INR
18/03/2013,54.1142 INR
17/03/2013,54.1863 INR
16/03/2013,54.0009 INR
15/03/2013,54.1379 INR
14/03/2013,54.3446 INR
13/03/2013,54.2932 INR
12/03/2013,54.2001 INR
11/03/2013,54.4154 INR
10/03/2013,54.3812 INR
9/03/2013,54.3584 INR
8/03/2013,54.4892 INR
7/03/2013,54.61 INR
6/03/2013,54.7508 INR
5/03/2013,54.9467 INR
4/03/2013,54.8289 INR
3/03/2013,54.9903 INR
2/03/2013,54.903 INR
1/03/2013,54.7237 INR
28/02/2013,54.2639 INR
27/02/2013,53.9125 INR
26/02/2013,54.1023 INR
25/02/2013,53.8675 INR
24/02/2013,54.445 INR
23/02/2013,54.3561 INR
22/02/2013,54.4411 INR
21/02/2013,54.4037 INR
20/02/2013,54.2379 INR
19/02/2013,54.2233 INR
18/02/2013,54.2296 INR
17/02/2013,54.4493 INR
16/02/2013,54.2102 INR
15/02/2013,54.1634 INR
14/02/2013,53.9285 INR
13/02/2013,53.9542 INR
12/02/2013,53.8433 INR
11/02/2013,53.861 INR
10/02/2013,53.6235 INR
9/02/2013,53.5936 INR
8/02/2013,53.5117 INR
7/02/2013,53.2181 INR
6/02/2013,53.1821 INR
5/02/2013,53.1305 INR
4/02/2013,53.2234 INR
3/02/2013,53.1544 INR
2/02/2013,53.347 INR
1/02/2013,53.3161 INR
31/01/2013,53.1904 INR
30/01/2013,53.3921 INR
29/01/2013,53.7998 INR
28/01/2013,53.9093 INR
27/01/2013,53.8388 INR
26/01/2013,53.7786 INR
25/01/2013,53.7565 INR
24/01/2013,53.677 INR
23/01/2013,53.6972 INR
22/01/2013,53.7955 INR
21/01/2013,53.7811 INR
20/01/2013,53.7516 INR
19/01/2013,53.7945 INR
18/01/2013,53.9967 INR
17/01/2013,54.6081 INR
16/01/2013,54.7272 INR
15/01/2013,54.5411 INR
14/01/2013,54.6043 INR
13/01/2013,54.7857 INR
12/01/2013,54.722 INR
11/01/2013,54.7444 INR
10/01/2013,54.5449 INR
9/01/2013,54.8537 INR
8/01/2013,55.0715 INR
7/01/2013,55.0816 INR
6/01/2013,54.9612 INR
5/01/2013,54.9673 INR
4/01/2013,54.873 INR
3/01/2013,54.6356 INR
2/01/2013,54.4658 INR
1/01/2013,54.7394 INR
31/12/2012,54.8134 INR
30/12/2012,54.7865 INR
29/12/2012,54.7943 INR
28/12/2012,54.8167 INR
27/12/2012,54.9571 INR
26/12/2012,54.9464 INR
25/12/2012,55.0099 INR
24/12/2012,55.0455 INR
23/12/2012,55.1087 INR
22/12/2012,55.0527 INR
21/12/2012,55.0753 INR
20/12/2012,54.8284 INR
19/12/2012,54.6519 INR
18/12/2012,54.8082 INR
17/12/2012,54.7372 INR
16/12/2012,54.4552 INR
15/12/2012,54.3324 INR
14/12/2012,54.3963 INR
13/12/2012,54.424 INR
12/12/2012,54.324 INR
11/12/2012,54.2634 INR
10/12/2012,54.4507 INR
9/12/2012,54.5131 INR
8/12/2012,54.4882 INR
7/12/2012,54.4995 INR
6/12/2012,54.3826 INR
5/12/2012,54.6258 INR
4/12/2012,54.6701 INR
3/12/2012,54.6344 INR
2/12/2012,54.2738 INR
1/12/2012,54.4587 INR
30/11/2012,54.4342 INR
29/11/2012,54.9875 INR
28/11/2012,55.6391 INR
27/11/2012,55.5012 INR
26/11/2012,55.5764 INR
25/11/2012,55.4695 INR
24/11/2012,55.4402 INR
23/11/2012,55.3374 INR
22/11/2012,55.2215 INR
21/11/2012,55.0403 INR
20/11/2012,55.0658 INR
19/11/2012,55.0717 INR
18/11/2012,55.1234 INR
17/11/2012,55.1416 INR
16/11/2012,55.1012 INR
15/11/2012,54.7392 INR
14/11/2012,54.9345 INR
13/11/2012,54.8661 INR
12/11/2012,54.8438 INR
11/11/2012,54.6222 INR
10/11/2012,54.5829 INR
9/11/2012,54.6208 INR
8/11/2012,54.3689 INR
7/11/2012,54.3024 INR
6/11/2012,54.4017 INR
5/11/2012,54.44 INR
4/11/2012,53.8486 INR
3/11/2012,53.8062 INR
2/11/2012,53.8556 INR
1/11/2012,53.7524 INR
31/10/2012,53.8434 INR
30/10/2012,53.9869 INR
29/10/2012,54.0503 INR
28/10/2012,53.6886 INR
27/10/2012,53.635 INR
26/10/2012,53.6167 INR
25/10/2012,53.6306 INR
24/10/2012,53.6646 INR
23/10/2012,53.7118 INR
22/10/2012,53.6172 INR
21/10/2012,53.8798 INR
20/10/2012,53.8241 INR
19/10/2012,53.7398 INR
18/10/2012,53.3435 INR
17/10/2012,52.8522 INR
16/10/2012,52.8678 INR
15/10/2012,52.9599 INR
14/10/2012,52.848 INR
13/10/2012,52.8009 INR
12/10/2012,52.7898 INR
11/10/2012,52.7159 INR
10/10/2012,53.1351 INR
9/10/2012,52.8255 INR
8/10/2012,52.8071 INR
7/10/2012,51.843 INR
6/10/2012,51.8527 INR
5/10/2012,51.8527 INR
4/10/2012,51.9118 INR
3/10/2012,52.2983 INR
2/10/2012,52.2975 INR
1/10/2012,52.4358 INR
30/09/2012,52.9869 INR
29/09/2012,52.8918 INR
28/09/2012,52.8918 INR
27/09/2012,53.0385 INR
26/09/2012,53.5797 INR
25/09/2012,53.4534 INR
24/09/2012,53.3493 INR
23/09/2012,53.532 INR
22/09/2012,53.5683 INR
21/09/2012,53.5683 INR
20/09/2012,54.3075 INR
19/09/2012,53.9695 INR
18/09/2012,53.993 INR
17/09/2012,54.0776 INR
16/09/2012,54.3694 INR
15/09/2012,54.3962 INR
14/09/2012,54.3962 INR
13/09/2012,55.3945 INR
12/09/2012,55.3875 INR
11/09/2012,55.19 INR
10/09/2012,55.5834 INR
9/09/2012,55.3875 INR
8/09/2012,55.3944 INR
7/09/2012,55.3944 INR
6/09/2012,55.7747 INR
5/09/2012,55.8872 INR
4/09/2012,55.6541 INR
3/09/2012,55.568 INR
2/09/2012,55.5862 INR
1/09/2012,55.6003 INR
31/08/2012,55.6003 INR
30/08/2012,55.5133 INR
29/08/2012,55.7877 INR
28/08/2012,55.6523 INR
27/08/2012,55.5538 INR
26/08/2012,55.4651 INR
25/08/2012,55.4862 INR
24/08/2012,55.4862 INR
23/08/2012,55.2779 INR
22/08/2012,55.4392 INR
21/08/2012,55.6972 INR
20/08/2012,55.8537 INR
19/08/2012,55.5339 INR
18/08/2012,55.5198 INR
17/08/2012,55.5198 INR
16/08/2012,55.8096 INR
15/08/2012,55.3868 INR
14/08/2012,55.5985 INR
13/08/2012,55.1574 INR
12/08/2012,55.4009 INR
11/08/2012,55.3409 INR
10/08/2012,55.3409 INR
9/08/2012,55.3034 INR
8/08/2012,55.3893 INR
7/08/2012,55.2435 INR
6/08/2012,55.658 INR
5/08/2012,55.6858 INR
4/08/2012,55.6751 INR
3/08/2012,55.6751 INR
2/08/2012,55.8524 INR
1/08/2012,55.591 INR
31/07/2012,55.7089 INR
30/07/2012,55.4764 INR
29/07/2012,55.2381 INR
28/07/2012,55.1855 INR
27/07/2012,55.1855 INR
26/07/2012,55.3843 INR
25/07/2012,55.9955 INR
24/07/2012,56.0158 INR
23/07/2012,55.743 INR
22/07/2012,55.2512 INR
21/07/2012,55.2123 INR
20/07/2012,55.2123 INR
19/07/2012,55.0454 INR
18/07/2012,55.4148 INR
17/07/2012,54.9893 INR
16/07/2012,55.0813 INR
15/07/2012,55.11 INR
14/07/2012,55.156 INR
13/07/2012,55.156 INR
12/07/2012,55.7817 INR
11/07/2012,55.5729 INR
10/07/2012,55.516 INR
9/07/2012,56.0148 INR
8/07/2012,55.3866 INR
7/07/2012,55.3687 INR
6/07/2012,55.3687 INR
5/07/2012,54.9206 INR
4/07/2012,54.6979 INR
3/07/2012,54.3335 INR
2/07/2012,55.568 INR
1/07/2012,55.7147 INR
30/06/2012,55.626 INR
29/06/2012,55.626 INR
28/06/2012,56.9981 INR
27/06/2012,56.8624 INR
26/06/2012,57.1913 INR
25/06/2012,57.1465 INR
24/06/2012,57.2189 INR
23/06/2012,57.2152 INR
22/06/2012,57.2152 INR
21/06/2012,56.1277 INR
20/06/2012,56.2075 INR
19/06/2012,55.6224 INR
18/06/2012,55.9661 INR
17/06/2012,55.3378 INR
16/06/2012,55.3378 INR
15/06/2012,55.3378 INR
14/06/2012,55.7827 INR
13/06/2012,55.6295 INR
12/06/2012,55.892 INR
11/06/2012,55.6551 INR
10/06/2012,55.2596 INR
9/06/2012,55.4739 INR
8/06/2012,55.4739 INR
7/06/2012,54.9034 INR
6/06/2012,55.2103 INR
5/06/2012,55.3823 INR
4/06/2012,55.5953 INR
3/06/2012,55.4769 INR
2/06/2012,55.4516 INR
1/06/2012,55.4516 INR
31/05/2012,56.174 INR
30/05/2012,56.1686 INR
29/05/2012,55.624 INR
28/05/2012,55.3837 INR
27/05/2012,55.3892 INR
26/05/2012,55.4953 INR
25/05/2012,55.4953 INR
24/05/2012,55.4013 INR
23/05/2012,55.9119 INR
22/05/2012,55.51 INR
21/05/2012,54.9798 INR
20/05/2012,54.4674 INR
19/05/2012,54.402 INR
18/05/2012,54.402 INR
17/05/2012,54.3451 INR
16/05/2012,54.2191 INR
15/05/2012,53.8069 INR
14/05/2012,53.7521 INR
13/05/2012,53.7707 INR
12/05/2012,53.7439 INR
11/05/2012,53.731 INR
10/05/2012,53.3141 INR
9/05/2012,53.689 INR
8/05/2012,53.0563 INR
7/05/2012,52.8175 INR
6/05/2012,53.5196 INR
5/05/2012,53.4467 INR
4/05/2012,53.4467 INR
3/05/2012,53.5448 INR
2/05/2012,52.8015 INR
1/05/2012,52.4569 INR
30/04/2012,52.8169 INR
29/04/2012,52.2936 INR
28/04/2012,52.3032 INR
27/04/2012,52.3032 INR
26/04/2012,52.6662 INR
25/04/2012,52.5204 INR
24/04/2012,52.6231 INR
23/04/2012,52.4213 INR
22/04/2012,52.1485 INR
21/04/2012,52.1679 INR
20/04/2012,52.1679 INR
19/04/2012,52.1345 INR
18/04/2012,51.8442 INR
17/04/2012,51.4217 INR
16/04/2012,51.7797 INR
15/04/2012,51.3315 INR
14/04/2012,51.3542 INR
13/04/2012,51.3542 INR
12/04/2012,51.596 INR
11/04/2012,51.5023 INR
10/04/2012,51.3173 INR
9/04/2012,51.1786 INR
8/04/2012,51.2899 INR
7/04/2012,51.2415 INR
6/04/2012,51.2457 INR
5/04/2012,51.0364 INR
4/04/2012,51.0682 INR
3/04/2012,50.7333 INR
2/04/2012,50.7315 INR
1/04/2012,51.0109 INR
31/03/2012,51.0109 INR
30/03/2012,51.0109 INR
29/03/2012,51.4707 INR
28/03/2012,50.749 INR
27/03/2012,50.7117 INR
26/03/2012,50.9596 INR
25/03/2012,51.2389 INR
24/03/2012,51.2615 INR
23/03/2012,51.2615 INR
22/03/2012,51.172 INR
21/03/2012,50.7732 INR
20/03/2012,50.3856 INR
19/03/2012,50.3798 INR
18/03/2012,50.2711 INR
17/03/2012,50.2457 INR
16/03/2012,50.2457 INR
15/03/2012,50.3173 INR
14/03/2012,49.8837 INR
13/03/2012,49.9852 INR
12/03/2012,49.9716 INR
11/03/2012,49.8299 INR
10/03/2012,49.8108 INR
9/03/2012,49.8108 INR
8/03/2012,50.2433 INR
7/03/2012,50.3919 INR
6/03/2012,50.4924 INR
5/03/2012,49.7545 INR
4/03/2012,49.5315 INR
3/03/2012,49.5221 INR
2/03/2012,49.5221 INR
1/03/2012,49.081 INR
29/02/2012,49.0463 INR
28/02/2012,49.0928 INR
27/02/2012,49.0959 INR
26/02/2012,48.8834 INR
25/02/2012,48.9142 INR
24/02/2012,48.9142 INR
23/02/2012,49.2031 INR
22/02/2012,49.3262 INR
21/02/2012,49.3476 INR
20/02/2012,49.4068 INR
19/02/2012,49.2773 INR
18/02/2012,49.4018 INR
17/02/2012,49.4018 INR
16/02/2012,49.1157 INR
15/02/2012,49.4184 INR
14/02/2012,49.4732 INR
13/02/2012,49.389 INR
